Instance, Best_Cost
role_smallcomp_0.7_11.wcnf,333834
role_smallcomp_0.75_8.wcnf,348219
role_smallcomp_0.85_4.wcnf,369639
role_smallcomp_0.85_7.wcnf,369639
role_university_0.15_8.wcnf,98246
role_university_0.25_3.wcnf,142304
role_university_0.25_8.wcnf,139179
role_university_0.5_3.wcnf,207903
role_university_0.75_7.wcnf,212493
role_university_1.0_2.wcnf,207160
Rounded_BTWBNSL_adult15N_TWBound_2.wcnf,35193743264
Rounded_BTWBNSL_asia_100_1_3.scores_TWBound_2.wcnf,24564427
Rounded_BTWBNSL_asia_100_1_3.scores_TWBound_3.wcnf,24564427
Rounded_BTWBNSL_asia_10000_1_3.scores_TWBound_2.wcnf,2247208255
Rounded_BTWBNSL_Flag.BIC_TWBound_4.wcnf,275431681
Rounded_BTWBNSL_hailfinder_100_1_3.scores_TWBound_2.wcnf,602126938
Rounded_BTWBNSL_hailfinder_100_1_3.scores_TWBound_3.wcnf,601946991
Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_4.wcnf,49927755584
Rounded_BTWBNSL_Heart.BIC_TWBound_2.wcnf,239742296
Rounded_BTWBNSL_Housing_TWBound_2.wcnf,330364683
Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_2.wcnf,170760179
Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_2.wcnf,1389279780
Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf,1388734978
Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_4.wcnf,1388734978
Rounded_BTWBNSL_Voting_TWBound_4.wcnf,464263033
Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_4.wcnf,1326306453
Rounded_CorrelationClustering_Ecoli_BINARY_N240_D0.200.wcnf,17428696
Rounded_CorrelationClustering_Ionosphere_BINARY_N200_D0.200.wcnf,4604640
Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200.wcnf,7196920
Rounded_CorrelationClustering_Orl_BINARY_N320_D0.200.wcnf,4429109
Rounded_CorrelationClustering_Protein1_BINARY_N360.wcnf,27536228
Rounded_CorrelationClustering_Protein2_BINARY_N220.wcnf,13727551
Rounded_CorrelationClustering_Protein2_BINARY_N380.wcnf,36725121
Rounded_CorrelationClustering_Protein2_BINARY_N400.wcnf,39856439
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N200.wcnf,12682853
Rounded_CorrelationClustering_Protein2_UNARY_N100.wcnf,3913145
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N200.wcnf,12826525
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N240.wcnf,15173042
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280.wcnf,19642136
Rounded_CorrelationClustering_Protein4_TRANSITIVE_N230.wcnf,5567863
Rounded_CorrelationClustering_Protein4_UNARY_N230.wcnf,5567863
Rounded_CorrelationClustering_Protein4_UNARY_N250.wcnf,7581560
sc-rel9.wcnf,11255538
simNo_1-s_15-m_50-n_50-fp_0.0001-fn_0.20.wcnf,11501657324586
simNo_1-s_5-m_100-n_500-fp_0.0001-fn_0.05.wcnf,600282750277737
simNo_10-s_15-m_100-n_100-fp_0.0001-fn_0.20.wcnf,82981983123459
simNo_10-s_15-m_100-n_50-fp_0.01-fn_0.20.wcnf,84803002848794
simNo_2-s_5-m_100-n_100-fp_0.0001-fn_0.05.wcnf,99635408482313
simNo_2-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,877214109995358
simNo_3-s_5-m_50-n_50-fp_0.0001-fn_0.05.wcnf,18938961942919
simNo_5-s_15-m_100-n_100-fp_0.0001-fn_0.20.wcnf,113321765415159
simNo_5-s_15-m_100-n_500-fp_0.0001-fn_0.05.wcnf,333774338659545
simNo_6-s_15-m_100-n_50-fp_0.01-fn_0.05.wcnf,60142712649443
simNo_6-s_5-m_100-n_50-fp_0.01-fn_0.05.wcnf,90981027155327
simNo_7-s_5-m_100-n_100-fp_0.0001-fn_0.20.wcnf,311429490634944
simNo_8-s_5-m_100-n_100-fp_0.0001-fn_0.05.wcnf,74156301822200
simNo_8-s_5-m_100-n_100-fp_0.0001-fn_0.20.wcnf,166147813008927
simNo_9-s_5-m_100-n_100-fp_0.0001-fn_0.05.wcnf,131749300472480
simNo_9-s_5-m_300-n_300-fp_0.0001-fn_0.20.wcnf,1440148752519381
soc-livejournal-user-groups.wcnf,86146884
su2random_4_18_ibmq-casablanca_7.wcnf,24
su2random_5_30_ibmq-london_5.wcnf,51
SwitchingActivityMaximization_OpenRISC1200_100.wcnf,22
SwitchingActivityMaximization_OpenRISC1200_150.wcnf,74
SwitchingActivityMaximization_OpenRISC1200_200.wcnf,89
SwitchingActivityMaximization_OpenRISC1200_66.wcnf,2
SwitchingActivityMaximization_OpenRISC1200_70.wcnf,6
SwitchingActivityMaximization_OpenRISC1200_74.wcnf,10
SwitchingActivityMaximization_OpenRISC1200_80.wcnf,16
SwitchingActivityMaximization_OpenRISC1200_90.wcnf,16
tcp_students_105_it_13.wcnf,3360
tcp_students_105_it_15.wcnf,3258
tcp_students_105_it_7.wcnf,3024
tcp_students_112_it_1.wcnf,3513
tcp_students_112_it_15.wcnf,3585
tcp_students_112_it_3.wcnf,2916
tcp_students_112_it_5.wcnf,3366
tcp_students_112_it_7.wcnf,3513
tcp_students_91_it_13.wcnf,2730
tcp_students_91_it_2.wcnf,3024
tcp_students_91_it_3.wcnf,2430
tcp_students_91_it_6.wcnf,2877
tcp_students_91_it_7.wcnf,2505
tcp_students_98_it_12.wcnf,2994
tcp_students_98_it_8.wcnf,2727
tcp_students_98_it_9.wcnf,2469
test1--n-5000.wcnf,20
test18--n-5000.wcnf,22
test2--n-5000.wcnf,3
test2.wcnf,16
test25--n-10000.wcnf,4
test34--n-10000.wcnf,3
test4.wcnf,176
test41--n-15000.wcnf,5
test42--n-15000.wcnf,2
test5--n-5000.wcnf,2
test53--n-15000.wcnf,10
test54--n-15000.wcnf,45
test66--n-20000.wcnf,1
test67--n-20000.wcnf,1
test70--n-20000.wcnf,5
test75--n-20000.wcnf,5
test9--n-5000.wcnf,2
tic.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6.wcnf,496
Udine2.lp.sm-extracted.wcnf,4
up-.mancoosi-test-i10d0u98-11.wcnf,1780771
up-.mancoosi-test-i10d0u98-16.wcnf,1780806
up-.mancoosi-test-i20d0u98-9.wcnf,1780788
up-.mancoosi-test-i30d0u98-3.wcnf,1780860
up-.mancoosi-test-i40d0u98-17.wcnf,1780852
up-.mancoosi-test-i40d0u98-7.wcnf,1780807
vio.role_domino_violations_0.15_9.wcnf,56981
vio.role_domino_violations_0.25_14.wcnf,85414
vio.role_domino_violations_0.25_3.wcnf,86233
vio.role_domino_violations_0.7_16.wcnf,183193
vio.role_domino_violations_0.7_3.wcnf,181223
vio.role_domino_violations_0.75_2.wcnf,186842
vio.role_firewall_violations_1_0.95_0.wcnf,855263
vio.role_smallcomp_violations_0.3_3.wcnf,185080
vio.role_smallcomp_violations_0.45_8.wcnf,244141
vio.role_university_violations_0.2_7.wcnf,120955
vqe_4_12_ibmq-casablanca_7.wcnf,15
vqe_5_20_ibmq-london_5.wcnf,33
warehouse0.wcsp.wcnf,328
warehouse1.wcsp.wcnf,730567
wcn.adult_train_3_DNF_1_5.wcnf,24254
wcn.heart_train_2_CNF_5_10.wcnf,240
wcn.heart_train_6_DNF_5_5.wcnf,121
wcn.ilpd_test_8_CNF_4_20.wcnf,287
wcn.ionosphere_train_5_DNF_2_10.wcnf,47
wcn.parkinsons_test_5_CNF_2_10.wcnf,58
wcn.pima_test_3_CNF_1_5.wcnf,125
wcn.tictactoe_test_8_CNF_2_20.wcnf,346
wcn.titanic_test_7_CNF_5_20.wcnf,557
wcn.titanic_test_8_DNF_1_20.wcnf,449
wcn.titanic_train_7_CNF_5_15.wcnf,3262
wcn.titanic_train_8_CNF_5_10.wcnf,2201
wcn.transfusion_test_7_DNF_3_5.wcnf,96
wcn.transfusion_train_2_CNF_5_10.wcnf,1600
wcn.transfusion_train_3_CNF_3_15.wcnf,2400
WCNF_pathways_p01.wcnf,2
WCNF_pathways_p03.wcnf,30
WCNF_pathways_p05.wcnf,60
WCNF_pathways_p06.wcnf,64
WCNF_pathways_p08.wcnf,182
WCNF_pathways_p09.wcnf,157
WCNF_pathways_p10.wcnf,129
WCNF_pathways_p12.wcnf,188
WCNF_pathways_p14.wcnf,207
WCNF_pathways_p16.wcnf,257
WCNF_storage_p02.wcnf,5
WCNF_storage_p06.wcnf,173
web-wikipedia2009.wcnf,26809801
wei.MultiDay_2_weighted.wcnf,464813
wei.MultiDay_3_weighted.wcnf,1057087
wei.MultiDay_4_weighted.wcnf,2021936
wei.SingleDay_15_weighted.wcnf,3638476
wei.SingleDay_3_weighted.wcnf,35439
wei.SingleDay_37_weighted.wcnf,44432889
wei.Subnetwork_7_weighted.wcnf,43213
wei.Subnetwork_9_weighted.wcnf,82813
wg2.wcnf,78
wikipedia.dimacs.wcnf,42676
wpm.mancoosi-test-i1000d0u98-15.wcnf,92031744
wpm.mancoosi-test-i2000d0u98-25.wcnf,332548069
wpm.mancoosi-test-i3000d0u98-50.wcnf,422725765
wpm.mancoosi-test-i3000d0u98-70.wcnf,512958012
wpm.mancoosi-test-i4000d0u98-76.wcnf,738411504
youtube.dimacs.wcnf,227167
MaxSATQueriesinInterpretableClassifiers_wt-pima_train_6_CNF_3_20.wcnf,2757
MinimumWeightDominatingSetProblem_wt-bn-human-BNU_1_0025865_session_1-bg.wcnf,119321020
MinimumWeightDominatingSetProblem_wt-soc-livejournal-user-groups.wcnf,85974274
MinimumWeightDominatingSetProblem_wt-web-wikipedia2009.wcnf,26809801
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.9_6.wcnf,281387
abstraction-refinement_wt-downcast-antlr.wcnf,76250
abstraction-refinement_wt-downcast-avrora.wcnf,46642
abstraction-refinement_wt-downcast-hsqldb.wcnf,30207
abstraction-refinement_wt-downcast-pmd.wcnf,4227
abstraction-refinement_wt-downcast-xalan.wcnf,65491
abstraction-refinement_wt-polysite-avrora.wcnf,51801
abstraction-refinement_wt-polysite-bloat.wcnf,36
abstraction-refinement_wt-polysite-hsqldb.wcnf,172382
abstraction-refinement_wt-polysite-pmd.wcnf,188398
abstraction-refinement_wt-polysite-xalan.wcnf,114620
causal-discovery_wt-causal_Link_10_1000.wcnf,1917853
causal-discovery_wt-causal_Link_10_10000.wcnf,3948771
causal-discovery_wt-causal_Link_9_100.wcnf,1516100
causal-discovery_wt-causal_Mushroom_7_1000.wcnf,191732
causal-discovery_wt-causal_Pigs_6_1000.wcnf,18211446
causal-discovery_wt-causal_Water_10_1000.wcnf,11339025
causal-discovery_wt-causal_alarm_9_1000.wcnf,1233992
causal-discovery_wt-causal_carpo_8_1000.wcnf,681472
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200.wcnf,6617532
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N290.wcnf,17655241
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N220.wcnf,13727551
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N240.wcnf,16021618
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_UNARY_N220.wcnf,13727551
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280.wcnf,19642136
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_UNARY_N220.wcnf,13890288
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_UNARY_N250.wcnf,7581560
drmx-cryptogen_wt-geffe128_7.wcnf,800
judgment-aggregation-ja-kemeny-preflib-00049-00000300.wcnf,776
judgment-aggregation-ja-kemeny-preflib-00049-00000334.wcnf,542
judgment-aggregation-ja-kemeny-preflib-00049-00000451.wcnf,928
judgment-aggregation-ja-kemeny-preflib-00049-00000454.wcnf,631
judgment-aggregation-ja-kemeny-preflib-00051-00000011.wcnf,694
max-realizability_wt-power-distribution_11_7.wcnf,126
metro_wt-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted.wcnf,138
mpe_wt-random-net-50-5_network-8.net.wcnf,46535
pseudoBoolean_wt-normalized-mps-v2-20-10-sentoy.opb.msat.wcnf,1688
railway-transport_wt-f2030.wcnf,4195
relational-inference_wt-pa-1.wcnf,820
relational-inference_wt-pa-2.wcnf,143
relational-inference_wt-pa-3.wcnf,192
setcover_wt-rail2536.wcnf,689
setcover_wt-rail507.wcnf,174
shiftdesign_wt-limits-10-10_data-1_inst-084_30m.sm-extracted.wcnf,28414665
shiftdesign_wt-limits-10-10_data-1_inst-137_30m.sm-extracted.wcnf,16167552
shiftdesign_wt-limits-10-10_data-1_inst-182_30m.sm-extracted.wcnf,14625180
shiftdesign_wt-limits-10-10_data-2_inst-003_30m.sm-extracted.wcnf,29513967
shiftdesign_wt-limits-10-10_data-2_inst-025_30m.sm-extracted.wcnf,42366243
shiftdesign_wt-limits-10-10_data-2_inst-030_30m.sm-extracted.wcnf,33006575
shiftdesign_wt-limits-10-10_data-3_inst-002_30m.sm-extracted.wcnf,24222877
shiftdesign_wt-limits-10-10_data-3_inst-003_30m.sm-extracted.wcnf,24657583
shiftdesign_wt-limits-10-10_data-4_inst-003_60m.sm-extracted.wcnf,9547398
spot5_wt-1401.wcsp.log.wcnf,459106
spot5_wt-1403.wcsp.dir.wcnf,459246
spot5_wt-1403.wcsp.log.wcnf,459246
spot5_wt-1405.wcsp.dir.wcnf,459415
spot5_wt-1506.wcsp.log.wcnf,354517
spot5_wt-5.wcsp.log.wcnf,261
staff-scheduling_wt-instance2.wcnf,828
staff-scheduling_wt-instance3.wcnf,1002
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66.wcnf,2
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70.wcnf,6
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72.wcnf,2
tcp_wt-tcp_students_112_it_2.wcnf,3585
timetabling_wt-comp02.wcnf,24
timetabling_wt-comp09.wcnf,96
CircuitDebuggingProblems-ac97_ctrl-debug.dimacs.wcnf,1
CircuitDebuggingProblems-divider-debug.dimacs.wcnf,1
CircuitDebuggingProblems-mem_ctrl-debug.dimacs.wcnf,1
CircuitDebuggingProblems-mrisc-debug.dimacs.wcnf,1
CircuitDebuggingProblems-rsdecoder-debug.dimacs.wcnf,1
CircuitDebuggingProblems-spi-debug.dimacs.wcnf,1
CircuitDebuggingProblems-sudoku-debug.dimacs.wcnf,1
CircuitDebuggingProblems-vga-debug.dimacs.wcnf,1
CircuitDebuggingProblems-wb-debug.dimacs.wcnf,28
CircuitTraceCompaction-ctrl.wcnf,15
CircuitTraceCompaction-mrisc_mem2wire.wcnf,5
CircuitTraceCompaction-spi.wcnf,46
CircuitTraceCompaction-sudoku.wcnf,13
ConsistentQueryAnswering-real-2.wcnf,368
ConsistentQueryAnswering-real-5.wcnf,31589
ConsistentQueryAnswering-synthetic-10.wcnf,14623
ConsistentQueryAnswering-synthetic-12.wcnf,17989
ConsistentQueryAnswering-synthetic-13.wcnf,5583
ConsistentQueryAnswering-synthetic-14.wcnf,5728
ConsistentQueryAnswering-synthetic-15.wcnf,2055
ConsistentQueryAnswering-synthetic-18.wcnf,14663
ConsistentQueryAnswering-synthetic-19.wcnf,14619
ConsistentQueryAnswering-synthetic-2.wcnf,11345
ConsistentQueryAnswering-synthetic-20.wcnf,6720
ConsistentQueryAnswering-synthetic-21.wcnf,21342
ConsistentQueryAnswering-synthetic-3.wcnf,4311
ConsistentQueryAnswering-synthetic-5.wcnf,3174
ConsistentQueryAnswering-synthetic-6.wcnf,3196
HaplotypeAssembly-splitedReads_0.matrix.wcnf,1517
HaplotypeAssembly-splitedReads_137.matrix.wcnf,90
HaplotypeAssembly-splitedReads_158.matrix.wcnf,173
HaplotypeAssembly-splitedReads_160.matrix.wcnf,186
HaplotypeAssembly-splitedReads_18.matrix.wcnf,138
HaplotypeAssembly-splitedReads_414.matrix.wcnf,171
MaxSATQueriesinInterpretableClassifiers-adult_test_5_DNF_2_1.wcnf,2363
MaxSATQueriesinInterpretableClassifiers-compas_train_0_DNF_4_1.wcnf,2102
MaxSATQueriesinInterpretableClassifiers-ilpd_test_5_CNF_1_1.wcnf,17
MaxSATQueriesinInterpretableClassifiers-ilpd_train_1_DNF_3_1.wcnf,153
MaxSATQueriesinInterpretableClassifiers-ilpd_train_7_CNF_1_1.wcnf,151
MaxSATQueriesinInterpretableClassifiers-ionosphere_test_7_CNF_4_1.wcnf,26
MaxSATQueriesinInterpretableClassifiers-iris_train_7_DNF_3_1.wcnf,11
MaxSATQueriesinInterpretableClassifiers-parkinsons_test_0_DNF_4_1.wcnf,12
MaxSATQueriesinInterpretableClassifiers-parkinsons_train_5_DNF_2_1.wcnf,15
MaxSATQueriesinInterpretableClassifiers-twitter_train_2_CNF_4_1.wcnf,1742
MaxSATQueriesinInterpretableClassifiers-twitter_train_9_CNF_1_1.wcnf,1812
MaxSATQueriesinInterpretableClassifiers-wdbc_test_5_CNF_1_1.wcnf,4
MaxSATQueriesinInterpretableClassifiers-wdbc_test_5_CNF_4_1.wcnf,25
MaxSATQueriesinInterpretableClassifiers-wdbc_test_6_CNF_2_1.wcnf,15
MaxSATQueriesinInterpretableClassifiers-wdbc_train_9_CNF_5_1.wcnf,21
SeanSafarpour-c5_DD_s3_f1_e1_v1-bug-gate-0.dimacs.seq.filtered.wcnf,8
SeanSafarpour-c6_DD_s3_f1_e1_v1-bug-gate-0.dimacs.seq.filtered.wcnf,8
SeanSafarpour-divider-problem.dimacs_1.filtered.wcnf,1
SeanSafarpour-divider-problem.dimacs_8.filtered.wcnf,2
SeanSafarpour-dividers1.dimacs.filtered.wcnf,1
SeanSafarpour-dividers5.dimacs.filtered.wcnf,1
SeanSafarpour-fpu4-problem.dimacs_19.filtered.wcnf,1
SeanSafarpour-fpu_fsm1-problem.dimacs_15.filtered.wcnf,1
SeanSafarpour-i2c_master2.dimacs.filtered.wcnf,1
SeanSafarpour-mot_comb2._red-gate-0.dimacs.seq.filtered.wcnf,1
SeanSafarpour-rsdecoder-problem.dimacs_36.filtered.wcnf,3
SeanSafarpour-rsdecoder5.dimacs.filtered.wcnf,2
SeanSafarpour-s15850-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf,4
SeanSafarpour-s38584-bug-onevec-gate-0.dimacs.seq.filtered.wcnf,1
aes-key-recovery-AES1-30-2.wcnf,1
aes-key-recovery-AES1-40-6.wcnf,1
aes-key-recovery-AES1-50-12.wcnf,1
aes-key-recovery-AES1-50-13.wcnf,93
aes-key-recovery-AES1-60-16.wcnf,1
aes-key-recovery-AES1-60-19.wcnf,1
aes-key-recovery-AES1-74-32.wcnf,30
aes-key-recovery-AES1-76-40.wcnf,18
aes-key-recovery-AES2-50-52.wcnf,91
aes-key-recovery-AES2-60-56.wcnf,66
aes-key-recovery-AES2-70-62.wcnf,26
aes-key-recovery-AES2-72-68.wcnf,34
aes-key-recovery-AES2-74-11.wcnf,27
aes-key-recovery-AES2-74-72.wcnf,33
aes-key-recovery-AES2-74-74.wcnf,25
aes-sbox_4.wcnf,22
atcoss-atcoss_mesat_01.wcnf,20
atcoss-atcoss_mesat_06.wcnf,20
atcoss-atcoss_mesat_12.wcnf,12
atcoss-atcoss_sugar_01.wcnf,20
atcoss-atcoss_sugar_06.wcnf,20
atcoss-atcoss_sugar_11.wcnf,50
atcoss-atcoss_sugar_19.wcnf,8
bcp-SU2__simp-genos.haps.98.wcnf,137
bcp-SU3__simp-genos.haps.69.wcnf,124
bcp-c1908_F116@1.wcnf,3
bcp-c2670_F1@1.wcnf,6
bcp-duke2_Fv10@1.wcnf,12
bcp-normalized-fir08_area_delay.wcnf,23
bcp-simp-ace_40.09.wcnf,13
bcp-simp-cf_45.09.wcnf,27
bcp-simp-ibd_30.02.wcnf,32
bcp-simp-ibd_5.06.wcnf,7
bcp-simp-nonunif-75_50.03.wcnf,24
bcp-simp-nonunif-75_50.07.wcnf,25
bcp-simp-unif-100_50.09.wcnf,22
bcp-simp-unif-30_50r40.14.wcnf,20
biorepair-Stat_vs_Exp_142_12.lp.sm-extracted.wcnf,4
biorepair-Stat_vs_Exp_16_12.lp.sm-extracted.wcnf,5
biorepair-Stat_vs_Exp_176_12.lp.sm-extracted.wcnf,3
biorepair-Stat_vs_Exp_72_12.lp.sm-extracted.wcnf,5
biorepair-heatShock_WT_145_12.lp.sm-extracted.wcnf,1
biorepair-heatShock_WT_148_12.lp.sm-extracted.wcnf,1
biorepair-heatShock_WT_151_12.lp.sm-extracted.wcnf,7
biorepair-heatShock_WT_157_12.lp.sm-extracted.wcnf,3
biorepair-heatShock_WT_165_12.lp.sm-extracted.wcnf,5
biorepair-heatShock_WT_175_12.lp.sm-extracted.wcnf,5
biorepair-heatShock_WT_192_12.lp.sm-extracted.wcnf,1
biorepair-heatShock_WT_196_12.lp.sm-extracted.wcnf,4
biorepair-heatShock_WT_28_12.lp.sm-extracted.wcnf,6
biorepair-heatShock_WT_36_12.lp.sm-extracted.wcnf,5
biorepair-heatShock_WT_84_12.lp.sm-extracted.wcnf,2
close_solutions-SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.1.wcnf,14
close_solutions-SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_15_SAT.cnf.wcnf.9.wcnf,26
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.6.wcnf,1
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.8.wcnf,1
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-27-step14.cnf.wcnf.1.wcnf,1
close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.7.wcnf,20
close_solutions-SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.3.wcnf,7
close_solutions-SAT11__application__manthey__traffic__traffic_r_sat.cnf.wcnf.4.wcnf,78
close_solutions-SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.5.wcnf,11
close_solutions-SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.3.wcnf,19
close_solutions-SAT_RACE08__cnf__ibm-2004-01-k90.cnf.wcnf.10.wcnf,5
close_solutions-teams16_l6a.cnf.wcnf,14
close_solutions-teams16_l9a.cnf.wcnf,12
close_solutions-teams20_l10a.cnf.wcnf,24
close_solutions-teams20_l7a.cnf.wcnf,20
decision-tree-anneal-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,86
decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,58
decision-tree-breast-cancer-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,4
decision-tree-car-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,109
decision-tree-car-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,70
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,31
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,28
decision-tree-hypothyroid-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,41
decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,145
decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,164
decision-tree-lymph-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,5
decision-tree-lymph-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,1
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,75
drmx-cryptogen-geffe128_0.wcnf,810
drmx-cryptogen-geffe128_2.wcnf,800
drmx-cryptogen-geffe128_3.wcnf,800
drmx-cryptogen-geffe128_4.wcnf,800
drmx-cryptogen-geffe128_8.wcnf,809
drmx-cryptogen-threshold128_4.wcnf,812
drmx-cryptogen-threshold128_5.wcnf,800
drmx-cryptogen-threshold128_7.wcnf,808
drmx-cryptogen-wolfram72_1.wcnf,9288
drmx-cryptogen-wolfram72_5.wcnf,9288
drmx-cryptogen-wolfram72_9.wcnf,9288
drmx-cryptogen-wolfram80_3.wcnf,11522
drmx-cryptogen-wolfram80_4.wcnf,11440
drmx-cryptogen-wolfram80_6.wcnf,11517
drmx-cryptogen-wolfram80_7.wcnf,11440
extension-enforcement-extension-enforcement_non-strict_stb_150_0.05_2_8_3.wcnf,7
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0.wcnf,6
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4.wcnf,8
extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4.wcnf,8
extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3.wcnf,15
extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2.wcnf,39
extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2.wcnf,28
extension-enforcement-extension-enforcement_strict_com_150_0.3_3_8_3.wcnf,19
extension-enforcement-extension-enforcement_strict_com_200_0.05_0_40_1.wcnf,26
extension-enforcement-extension-enforcement_strict_com_200_0.05_4_20_4.wcnf,50
extension-enforcement-extension-enforcement_strict_com_200_0.1_0_10_1.wcnf,35
fault-diagnosis-s01423_nan_explicit_0_0.wcnf,63
fault-diagnosis-s01423_nan_explicit_4_0.wcnf,56
fault-diagnosis-s01423_nan_explicit_7_0.wcnf,65
fault-diagnosis-s38417_nan_explicit_28_0.wcnf,63
fault-diagnosis-s38417_nan_explicit_8_0.wcnf,70
fault-diagnosis-s38417_nan_explicit_9_0.wcnf,67
fault-diagnosis-s38584_nan_explicit_19_0.wcnf,198
fault-diagnosis-s38584_nan_explicit_20_0.wcnf,194
fault-diagnosis-s38584_nan_explicit_34_0.wcnf,189
fault-diagnosis-s38584_nan_explicit_35_0.wcnf,183
fault-diagnosis-s38584_nan_explicit_44_0.wcnf,168
fault-diagnosis-s38584_nan_explicit_47_0.wcnf,154
fault-diagnosis-s38584_nan_explicit_48_0.wcnf,164
frb-frb20-11-1.partial.wcnf,200
frb-frb20-11-2.partial.wcnf,200
frb-frb20-11-3.partial.wcnf,200
frb-frb20-11-5.partial.wcnf,200
frb-frb25-13-1.partial.wcnf,300
frb-frb25-13-2.partial.wcnf,300
frb-frb25-13-5.partial.wcnf,300
frb-frb30-15-2.partial.wcnf,420
frb-frb30-15-3.partial.wcnf,420
frb-frb30-15-4.partial.wcnf,420
frb-frb35-17-3.partial.wcnf,560
frb-frb35-17-4.partial.wcnf,560
frb-frb35-17-5.partial.wcnf,560
frb-frb40-19-2.partial.wcnf,720
frb-frb40-19-3.partial.wcnf,720
gen-hyper-tw-GenHyperTW_2bitcomp_5.wcnf,18
gen-hyper-tw-GenHyperTW_adder_15.wcnf,2
gen-hyper-tw-GenHyperTW_aim-50-1_6-no-3.wcnf,11
gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3.wcnf,11
gen-hyper-tw-GenHyperTW_b02.wcnf,3
gen-hyper-tw-GenHyperTW_flat30-99.wcnf,22
gen-hyper-tw-GenHyperTW_grid5.wcnf,3
